thisRow.t,notes,phase,vibration,texture,half_height,depth_factor,repetition,response_key,perceived,rt_s,render_time_ms,Participant ID,IOD (mm),Session,
,,visual-haptic,1,1,0.04,1,3,3,stretched,0.39162239991128445,274,sp,56,1,
,,visual-haptic,3,0,0.04,0.5,3,6,squashed,6.524462000001222,247,sp,56,1,
,,visual-haptic,1,1,0.04,0.5,0,6,squashed,1.1468973000301048,269,sp,56,1,
,,visual-haptic,3,0,0.04,1.5,2,3,stretched,0.7570296000922099,243,sp,56,1,
,,visual-haptic,1,2,0.04,0.5,3,6,squashed,0.16436369996517897,238,sp,56,1,
,,visual-haptic,1,0,0.04,0.5,1,6,squashed,0.990141800022684,248,sp,56,1,
,,visual-haptic,3,2,0.04,0.5,0,6,squashed,0.6394072999246418,227,sp,56,1,
,,visual-haptic,3,2,0.04,0.75,0,6,squashed,0.520666400087066,215,sp,56,1,
,,visual-haptic,3,2,0.04,1.25,1,3,stretched,0.14471679995767772,266,sp,56,1,
,,visual-haptic,1,1,0.04,1,1,3,stretched,1.0513063999824226,288,sp,56,1,
,,visual-haptic,3,2,0.04,1,1,3,stretched,0.9052412000019103,228,sp,56,1,
,,visual-haptic,0,0,0.04,1.25,1,3,stretched,0.2900237999856472,242,sp,56,1,
,,visual-haptic,3,0,0.04,1.25,3,3,stretched,0.21361460001207888,251,sp,56,1,
,,visual-haptic,1,0,0.04,1.5,0,3,stretched,1.7975362000288442,262,sp,56,1,
,,visual-haptic,3,2,0.04,1.5,0,3,stretched,0.880818699952215,246,sp,56,1,
,,visual-haptic,0,0,0.04,0.75,2,6,squashed,0.31936879991553724,244,sp,56,1,
,,visual-haptic,1,2,0.04,1.25,3,3,stretched,2.355218300013803,275,sp,56,1,
,,visual-haptic,0,0,0.04,0.75,1,6,squashed,0.6540333998855203,243,sp,56,1,
,,visual-haptic,1,2,0.04,0.75,1,6,squashed,0.7767115000169724,196,sp,56,1,
