thisRow.t,notes,phase,vibration,texture,half_height,depth_factor,repetition,response_key,perceived,rt_s,render_time_ms,Participant ID,IOD (mm),Session,
,,visual-haptic,1,1,0.04,0.75,0,6,squashed,0.742708700010553,322,DY,56,1,
,,visual-haptic,0,0,0.04,1.5,1,3,stretched,0.6855653000529855,228,DY,56,1,
,,visual-haptic,3,2,0.04,0.5,2,6,squashed,0.8524166999850422,238,DY,56,1,
,,visual-haptic,3,0,0.04,1.5,2,3,stretched,0.8701822999864817,240,DY,56,1,
,,visual-haptic,0,1,0.04,0.5,2,6,squashed,1.4407508000731468,318,DY,56,1,
,,visual-haptic,3,0,0.04,1,1,3,stretched,1.2697319000726566,261,DY,56,1,
,,visual-haptic,0,0,0.04,1,3,3,stretched,0.37314070004504174,232,DY,56,1,
,,visual-haptic,3,1,0.04,0.75,0,3,stretched,1.2030363000230864,268,DY,56,1,
,,visual-haptic,0,0,0.04,0.5,0,6,squashed,1.5780727999517694,239,DY,56,1,
,,visual-haptic,3,0,0.04,1.5,0,3,stretched,1.5521175001049414,289,DY,56,1,
,,visual-haptic,0,2,0.04,1.5,2,3,stretched,1.4747036000480875,255,DY,56,1,
,,visual-haptic,3,1,0.04,0.5,2,6,squashed,1.28663129999768,273,DY,56,1,
,,visual-haptic,1,0,0.04,0.75,2,6,squashed,1.10252399998717,257,DY,56,1,
,,visual-haptic,0,0,0.04,0.5,3,6,squashed,1.6296219000359997,274,DY,56,1,
,,visual-haptic,1,0,0.04,1,1,3,stretched,1.0634530000388622,262,DY,56,1,
