thisRow.t,notes,phase,vibration,texture,half_height,depth_factor,repetition,response_key,perceived,rt_s,render_time_ms,Participant ID,IOD (mm),Session,
,,visual-haptic,1,0,0.04,1.25,0,3,stretched,0.4672652999870479,272,KJ,56,1,
,,visual-haptic,3,2,0.04,0.75,3,6,squashed,0.47619850002229214,275,KJ,56,1,
,,visual-haptic,3,0,0.04,0.5,2,6,squashed,0.5084397001191974,277,KJ,56,1,
,,visual-haptic,1,2,0.04,1,1,3,stretched,0.5181904002092779,260,KJ,56,1,
,,visual-haptic,0,1,0.04,1.5,2,3,stretched,0.5086560000199825,322,KJ,56,1,
,,visual-haptic,0,2,0.04,1.25,3,3,stretched,0.35178030002862215,252,KJ,56,1,
,,visual-haptic,3,1,0.04,0.75,1,6,squashed,0.677929800003767,292,KJ,56,1,
,,visual-haptic,0,1,0.04,0.5,3,6,squashed,0.5914888998959213,298,KJ,56,1,
,,visual-haptic,1,1,0.04,0.75,3,6,squashed,0.9232210000045598,298,KJ,56,1,
,,visual-haptic,0,0,0.04,1,3,3,stretched,0.5656288999598473,263,KJ,56,1,
,,visual-haptic,1,1,0.04,0.5,1,6,squashed,0.40440030000172555,351,KJ,56,1,
,,visual-haptic,3,2,0.04,0.5,2,6,squashed,0.4339028000831604,262,KJ,56,1,
,,visual-haptic,3,2,0.04,1.25,1,3,stretched,0.604695700109005,243,KJ,56,1,
,,visual-haptic,3,0,0.04,0.75,3,6,squashed,0.38572839996777475,239,KJ,56,1,
,,visual-haptic,3,0,0.04,1.25,2,3,stretched,0.3340212001930922,283,KJ,56,1,
,,visual-haptic,3,0,0.04,0.5,3,6,squashed,0.2652859000954777,295,KJ,56,1,
,,visual-haptic,0,0,0.04,1,2,3,stretched,0.44005410000681877,304,KJ,56,1,
,,visual-haptic,1,1,0.04,1,2,3,stretched,0.26724179997108877,313,KJ,56,1,
,,visual-haptic,3,2,0.04,1.25,0,3,stretched,0.35158530017361045,271,KJ,56,1,
,,visual-haptic,3,0,0.04,0.75,0,6,squashed,0.35417880001477897,272,KJ,56,1,
,,visual-haptic,0,1,0.04,0.75,0,6,squashed,0.38545419997535646,354,KJ,56,1,
,,visual-haptic,0,0,0.04,0.5,2,6,squashed,0.29835369996726513,272,KJ,56,1,
,,visual-haptic,0,2,0.04,1,2,3,stretched,0.3639944999013096,255,KJ,56,1,
,,visual-haptic,0,1,0.04,1,0,3,stretched,0.5890748000238091,300,KJ,56,1,
,,visual-haptic,3,0,0.04,0.5,1,6,squashed,0.20531099988147616,285,KJ,56,1,
,,visual-haptic,0,2,0.04,1.25,1,3,stretched,0.6990942000411451,263,KJ,56,1,
,,visual-haptic,1,1,0.04,0.75,0,6,squashed,0.2759969001635909,316,KJ,56,1,
,,visual-haptic,1,2,0.04,0.75,2,6,squashed,0.22805060003884137,232,KJ,56,1,
,,visual-haptic,1,0,0.04,1.25,1,3,stretched,0.23393969982862473,264,KJ,56,1,
,,visual-haptic,1,2,0.04,0.5,0,6,squashed,0.2517331999260932,236,KJ,56,1,
,,visual-haptic,1,2,0.04,1.5,1,3,stretched,0.6677935000043362,239,KJ,56,1,
,,visual-haptic,1,2,0.04,0.75,1,6,squashed,0.30722770001739264,249,KJ,56,1,
,,visual-haptic,3,0,0.04,1.25,0,3,stretched,0.38036269997246563,244,KJ,56,1,
,,visual-haptic,3,0,0.04,1,1,3,stretched,0.6276196001563221,268,KJ,56,1,
,,visual-haptic,3,1,0.04,1,1,6,squashed,1.3118185000494123,304,KJ,56,1,
,,visual-haptic,1,0,0.04,0.75,2,6,squashed,0.388057200005278,245,KJ,56,1,
,,visual-haptic,3,1,0.04,1.5,3,3,stretched,0.4192539001815021,295,KJ,56,1,
,,visual-haptic,0,2,0.04,1.5,3,3,stretched,0.33585830009542406,290,KJ,56,1,
,,visual-haptic,1,2,0.04,0.5,1,6,squashed,0.6649565000552684,232,KJ,56,1,
,,visual-haptic,3,2,0.04,1,3,3,stretched,0.3647343998309225,234,KJ,56,1,
,,visual-haptic,1,1,0.04,0.75,1,6,squashed,1.9996159998700023,292,KJ,56,1,
,,visual-haptic,0,0,0.04,0.5,1,6,squashed,1.0814721998758614,285,KJ,56,1,
,,visual-haptic,1,0,0.04,1.5,2,3,stretched,0.4084292999468744,214,KJ,56,1,
,,visual-haptic,0,0,0.04,0.5,0,6,squashed,0.31363860005512834,275,KJ,56,1,
,,visual-haptic,0,2,0.04,1.25,0,3,stretched,0.29121449985541403,287,KJ,56,1,
,,visual-haptic,3,0,0.04,0.75,1,6,squashed,0.5711493999697268,269,KJ,56,1,
,,visual-haptic,0,1,0.04,1.5,0,3,stretched,0.3955316999927163,296,KJ,56,1,
