thisRow.t,notes,phase,vibration,texture,half_height,depth_factor,repetition,response_key,perceived,rt_s,render_time_ms,Participant ID,IOD (mm),Session,
,,visual-haptic,3,0,0.04,0.75,2,6,squashed,1.062619399977848,267,ep,56,1,
,,visual-haptic,0,0,0.04,1.5,1,3,stretched,0.9976671999320388,262,ep,56,1,
,,visual-haptic,3,1,0.04,1.25,1,3,stretched,1.4618023000657558,303,ep,56,1,
,,visual-haptic,3,2,0.04,1,0,6,squashed,2.418767800088972,223,ep,56,1,
,,visual-haptic,1,2,0.04,0.5,3,6,squashed,2.3203760001342744,277,ep,56,1,
,,visual-haptic,3,0,0.04,1.25,2,3,stretched,1.8934571999125183,290,ep,56,1,
,,visual-haptic,0,2,0.04,0.5,0,6,squashed,1.2557393000461161,296,ep,56,1,
,,visual-haptic,1,2,0.04,1,3,3,stretched,1.452900999924168,230,ep,56,1,
,,visual-haptic,0,1,0.04,0.75,0,6,squashed,1.2814160000998527,279,ep,56,1,
,,visual-haptic,3,2,0.04,0.5,0,6,squashed,1.3090544999577105,265,ep,56,1,
,,visual-haptic,0,2,0.04,0.5,2,6,squashed,2.007544499821961,280,ep,56,1,
,,visual-haptic,1,1,0.04,0.75,3,6,squashed,0.8326991000212729,301,ep,56,1,
,,visual-haptic,3,1,0.04,0.5,0,6,squashed,1.4153046999126673,279,ep,56,1,
,,visual-haptic,3,0,0.04,1.25,3,3,stretched,1.760678900172934,257,ep,56,1,
,,visual-haptic,3,2,0.04,0.5,3,6,squashed,1.5107723998371512,235,ep,56,1,
,,visual-haptic,0,1,0.04,1,1,3,stretched,1.4295771000906825,299,ep,56,1,
,,visual-haptic,0,0,0.04,1.5,2,3,stretched,1.5044115001801401,258,ep,56,1,
,,visual-haptic,0,2,0.04,1,0,3,stretched,0.8336255999747664,271,ep,56,1,
,,visual-haptic,0,1,0.04,0.75,2,6,squashed,1.1030951000284404,297,ep,56,1,
,,visual-haptic,0,0,0.04,0.5,3,6,squashed,1.0776244001463056,267,ep,56,1,
,,visual-haptic,1,2,0.04,1.25,0,3,stretched,0.7262141997925937,245,ep,56,1,
,,visual-haptic,0,0,0.04,1.25,2,3,stretched,1.1780306999571621,265,ep,56,1,
,,visual-haptic,3,1,0.04,0.5,1,6,squashed,3.740953699918464,283,ep,56,1,
,,visual-haptic,1,1,0.04,0.5,0,6,squashed,1.875254200072959,298,ep,56,1,
,,visual-haptic,0,2,0.04,1.5,0,3,stretched,1.9199313998688012,261,ep,56,1,
,,visual-haptic,0,2,0.04,1,2,3,stretched,1.4565844999160618,290,ep,56,1,
,,visual-haptic,1,1,0.04,0.5,1,6,squashed,1.431957600172609,296,ep,56,1,
,,visual-haptic,3,2,0.04,0.75,3,6,squashed,1.201559599954635,285,ep,56,1,
,,visual-haptic,3,0,0.04,1,1,3,stretched,1.7063259000424296,259,ep,56,1,
,,visual-haptic,0,1,0.04,1.5,3,3,stretched,0.8773494001943618,313,ep,56,1,
,,visual-haptic,3,1,0.04,1.25,0,3,stretched,1.3557549000252038,309,ep,56,1,
,,visual-haptic,1,2,0.04,1.25,3,3,stretched,1.012550599873066,243,ep,56,1,
,,visual-haptic,3,0,0.04,0.75,3,6,squashed,1.2770708999596536,327,ep,56,1,
,,visual-haptic,1,2,0.04,1.25,1,3,stretched,1.1091757998801768,277,ep,56,1,
,,visual-haptic,0,0,0.04,0.75,0,6,squashed,0.954094500048086,311,ep,56,1,
,,visual-haptic,0,0,0.04,1.5,3,3,stretched,1.3032897000666708,262,ep,56,1,
,,visual-haptic,3,0,0.04,1.5,3,3,stretched,1.2840670999139547,263,ep,56,1,
,,visual-haptic,0,0,0.04,1,2,3,stretched,1.2391788999084383,248,ep,56,1,
,,visual-haptic,1,2,0.04,0.5,0,6,squashed,1.076599300140515,254,ep,56,1,
,,visual-haptic,0,0,0.04,1,0,3,stretched,1.1076199000235647,266,ep,56,1,
,,visual-haptic,3,0,0.04,1.5,1,3,stretched,1.7226199000142515,272,ep,56,1,
,,visual-haptic,0,2,0.04,0.75,2,6,squashed,1.8395857999566942,267,ep,56,1,
,,visual-haptic,0,2,0.04,1.5,3,3,stretched,1.394358999794349,248,ep,56,1,
,,visual-haptic,1,0,0.04,0.5,2,6,squashed,1.0897711000870913,249,ep,56,1,
,,visual-haptic,1,0,0.04,0.75,1,6,squashed,1.0213337999302894,259,ep,56,1,
,,visual-haptic,3,2,0.04,0.5,2,6,squashed,1.786418000003323,261,ep,56,1,
,,visual-haptic,3,2,0.04,1,1,6,squashed,1.8609263999387622,244,ep,56,1,
,,visual-haptic,3,0,0.04,1.5,0,3,stretched,1.6508256997913122,264,ep,56,1,
,,visual-haptic,3,2,0.04,1.5,2,3,stretched,1.6018378001172096,272,ep,56,1,
,,visual-haptic,0,2,0.04,1.25,2,3,stretched,1.4174130999017507,309,ep,56,1,
,,visual-haptic,3,1,0.04,1,0,3,stretched,0.9679866000078619,291,ep,56,1,
,,visual-haptic,3,1,0.04,0.75,3,6,squashed,1.0866551001090556,302,ep,56,1,
,,visual-haptic,0,2,0.04,1.5,2,3,stretched,1.176341800019145,245,ep,56,1,
,,visual-haptic,1,2,0.04,1,0,6,squashed,1.2467610000167042,229,ep,56,1,
,,visual-haptic,1,1,0.04,1.25,1,3,stretched,1.0852093000430614,277,ep,56,1,
,,visual-haptic,1,2,0.04,0.75,3,6,squashed,1.5698886001482606,271,ep,56,1,
,,visual-haptic,3,0,0.04,1,0,3,stretched,1.9510417999699712,282,ep,56,1,
,,visual-haptic,0,1,0.04,1.5,1,3,stretched,1.309766000136733,274,ep,56,1,
,,visual-haptic,3,1,0.04,1.25,3,6,squashed,1.157076499890536,274,ep,56,1,
