thisRow.t,notes,phase,vibration,texture,half_height,depth_factor,repetition,response_key,perceived,rt_s,render_time_ms,Participant ID,IOD (mm),Session,
,,visual-haptic,1,0,0.04,0.5,2,6,squashed,0.4501069001853466,242,cb,56,1,
,,visual-haptic,1,0,0.04,1.25,0,3,stretched,0.3369384999386966,285,cb,56,1,
,,visual-haptic,3,0,0.04,0.75,0,6,squashed,0.7035466998349875,271,cb,56,1,
,,visual-haptic,0,1,0.04,1,2,3,stretched,0.6435630999039859,270,cb,56,1,
,,visual-haptic,3,1,0.04,1.5,3,3,stretched,0.722334299935028,326,cb,56,1,
,,visual-haptic,3,2,0.04,1.5,0,3,stretched,0.2848451000172645,224,cb,56,1,
,,visual-haptic,3,1,0.04,0.75,0,6,squashed,0.7917112000286579,269,cb,56,1,
,,visual-haptic,1,0,0.04,0.5,1,6,squashed,0.7046264999080449,240,cb,56,1,
,,visual-haptic,3,1,0.04,0.75,3,6,squashed,0.729027499910444,291,cb,56,1,
,,visual-haptic,1,1,0.04,1.5,1,3,stretched,2.174798300024122,297,cb,56,1,
,,visual-haptic,1,0,0.04,1,1,3,stretched,1.080561799928546,265,cb,56,1,
,,visual-haptic,1,0,0.04,1.5,3,3,stretched,0.8173440000973642,260,cb,56,1,
,,visual-haptic,1,0,0.04,0.75,2,6,squashed,0.37481950013898313,240,cb,56,1,
,,visual-haptic,1,1,0.04,1.5,3,3,stretched,0.23945520003326237,295,cb,56,1,
,,visual-haptic,0,0,0.04,0.75,3,6,squashed,0.14889459987170994,235,cb,56,1,
,,visual-haptic,1,1,0.04,1.5,2,3,stretched,0.4524960999842733,283,cb,56,1,
,,visual-haptic,0,0,0.04,1.5,1,3,stretched,0.4945857001002878,303,cb,56,1,
,,visual-haptic,0,1,0.04,1.5,1,3,stretched,0.7638573998119682,276,cb,56,1,
