thisRow.t,notes,phase,vibration,texture,half_height,depth_factor,repetition,response_key,perceived,rt_s,render_time_ms,Participant ID,IOD (mm),Session,
,,visual-haptic,3,1,0.04,0.5,0,6,squashed,0.8404796998947859,347,ag,56,1,
,,visual-haptic,0,2,0.04,0.75,1,6,squashed,1.670733799925074,236,ag,56,1,
,,visual-haptic,3,1,0.04,1.25,0,3,stretched,1.0576933999545872,359,ag,56,1,
,,visual-haptic,0,1,0.04,1.5,0,3,stretched,1.1941146000754088,305,ag,56,1,
,,visual-haptic,0,1,0.04,1,1,3,stretched,0.7055975999683142,306,ag,56,1,
,,visual-haptic,3,1,0.04,1.25,1,3,stretched,1.378244400024414,347,ag,56,1,
,,visual-haptic,1,2,0.04,1.25,2,3,stretched,0.8448550999164581,226,ag,56,1,
,,visual-haptic,0,1,0.04,0.75,0,6,squashed,1.5431039000395685,350,ag,56,1,
,,visual-haptic,0,1,0.04,0.75,2,6,squashed,1.1220390000380576,337,ag,56,1,
,,visual-haptic,3,1,0.04,1.5,1,3,stretched,0.9028536998666823,301,ag,56,1,
,,visual-haptic,3,1,0.04,1.25,2,6,squashed,1.4260924998670816,297,ag,56,1,
,,visual-haptic,3,2,0.04,1,2,3,stretched,1.3393188000191003,294,ag,56,1,
,,visual-haptic,3,1,0.04,1.5,0,3,stretched,0.9945827000774443,326,ag,56,1,
,,visual-haptic,1,0,0.04,1.25,3,3,stretched,2.591145400190726,282,ag,56,1,
,,visual-haptic,1,2,0.04,1,0,3,stretched,0.9818229000084102,269,ag,56,1,
,,visual-haptic,1,2,0.04,1.5,2,3,stretched,1.3054212999995798,260,ag,56,1,
,,visual-haptic,0,2,0.04,0.75,0,6,squashed,0.5929093000013381,278,ag,56,1,
,,visual-haptic,1,1,0.04,0.75,0,6,squashed,1.2272693999111652,335,ag,56,1,
,,visual-haptic,3,2,0.04,0.75,1,6,squashed,0.5832928000018001,275,ag,56,1,
,,visual-haptic,1,2,0.04,1.5,1,6,squashed,1.4552159998565912,247,ag,56,1,
,,visual-haptic,1,1,0.04,1.25,1,3,stretched,1.6655623000115156,320,ag,56,1,
,,visual-haptic,0,1,0.04,1.5,1,3,stretched,1.4876311998814344,260,ag,56,1,
,,visual-haptic,1,2,0.04,1.25,3,6,squashed,2.1313822001684457,257,ag,56,1,
,,visual-haptic,3,1,0.04,0.75,1,6,squashed,0.6118348999880254,317,ag,56,1,
,,visual-haptic,0,2,0.04,1,1,3,stretched,1.0154204999562353,282,ag,56,1,
